,EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,OCCGROUP,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,PWDALLCOUNT,VISMINALLCOUNT
349747,Purolator Inc.,2018,Part-Time,Provincial,New Brunswick,Overall,155,55,100,1,14,14
349764,Purolator Inc.,2018,Part-Time,Provincial,Manitoba,Overall,87,71,16,6,6,38
349781,Purolator Inc.,2018,Part-Time,Provincial,British Columbia,Overall,281,199,82,10,15,142
349794,Purolator Inc.,2018,Part-Time,Provincial,Saskatchewan,Overall,37,29,8,1,4,8
349811,Purolator Inc.,2018,Part-Time,Provincial,Alberta,Overall,173,121,52,6,12,62
349985,Q-Line Trucking Ltd.,2018,Full-Time,Provincial,Saskatchewan,Overall,229,196,33,11,5,19
350043,Q-Line Trucking Ltd.,2018,Part-Time,Provincial,Saskatchewan,Overall,14,12,2,0,1,2
350101,Quik X Transportation Inc.,2018,Full-Time,Provincial,Ontario,Overall,112,50,62,1,3,37
350200,Quik X Transportation Inc.,2018,Part-Time,Provincial,Ontario,Overall,3,1,2,0,0,1
350255,Radio-Onde Inc.,2018,Full-Time,Provincial,Québec,Overall,124,78,46,1,0,12
350313,Radio-Onde Inc.,2018,Part-Time,Provincial,Québec,Overall,15,8,7,0,0,0
350355,Ramkey Communications Inc.,2018,Full-Time,Provincial,Ontario,Overall,173,166,7,0,0,0
350397,Ramkey Communications Inc.,2018,Part-Time,Provincial,Ontario,Overall,4,3,1,0,0,0
350447,Rawlco Radio Ltd.,2018,Full-Time,Provincial,Saskatchewan,Overall,141,88,53,4,5,2
350497,Rawlco Radio Ltd.,2018,Part-Time,Provincial,Saskatchewan,Overall,4,1,3,0,0,0
350559,Raytheon Canada Limited (The North Warning System),2018,Full-Time,Provincial,Ontario,Overall,80,64,16,14,2,9
350629,Remorquage St-Michel Inc.,2018,Full-Time,Provincial,Québec,Overall,141,124,17,0,0,0
350760,Richardson International Limited,2018,Full-Time,Provincial,Ontario,Overall,89,85,4,1,2,2
350793,Richardson International Limited,2018,Full-Time,Provincial,Manitoba,Overall,667,439,228,32,11,80
350850,Richardson International Limited,2018,Full-Time,Provincial,British Columbia,Overall,148,139,9,4,1,25
350887,Richardson International Limited,2018,Full-Time,Provincial,Saskatchewan,Overall,557,410,147,10,8,21
350932,Richardson International Limited,2018,Full-Time,Provincial,Alberta,Overall,365,269,96,11,6,11
351080,Richardson International Limited,2018,Part-Time,Provincial,Manitoba,Overall,6,0,6,0,1,0
351097,Richardson International Limited,2018,Part-Time,Provincial,Saskatchewan,Overall,3,1,2,0,0,0
351110,Richardson International Limited,2018,Part-Time,Provincial,Alberta,Overall,11,2,9,0,0,0
351181,Ridley Terminals Inc.,2018,Full-Time,Provincial,British Columbia,Overall,130,110,20,10,0,0
351227,Ridley Terminals Inc.,2018,Part-Time,Provincial,British Columbia,Overall,1,1,0,1,0,0
351269,"Rio Tinto Alcan, Installations Portuaires",2018,Full-Time,Provincial,Québec,Overall,145,135,10,2,2,0
351343,RNC MEDIA INC.,2018,Full-Time,Provincial,Québec,Overall,141,89,52,1,3,0
351397,RNC MEDIA INC.,2018,Part-Time,Provincial,Québec,Overall,17,9,8,0,1,0
351463,Rockwater Energy Solutions,2018,Full-Time,Provincial,Alberta,Overall,228,205,23,5,1,5
351521,Rockwater Energy Solutions,2018,Part-Time,Provincial,Alberta,Overall,3,0,3,0,0,0
351615,Rogers Communications Inc.,2018,Full-Time,Provincial,Ontario,Overall,14814,9132,5682,106,336,5553
351696,Rogers Communications Inc.,2018,Full-Time,Provincial,Québec,Overall,2274,1367,907,17,35,808
351757,Rogers Communications Inc.,2018,Full-Time,Provincial,Nova Scotia,Overall,84,56,28,2,3,4
351802,Rogers Communications Inc.,2018,Full-Time,Provincial,New Brunswick,Overall,1094,683,411,19,38,73
351847,Rogers Communications Inc.,2018,Full-Time,Provincial,Manitoba,Overall,88,52,36,5,2,12
351888,Rogers Communications Inc.,2018,Full-Time,Provincial,British Columbia,Overall,1156,686,470,20,31,444
351965,Rogers Communications Inc.,2018,Full-Time,Provincial,Alberta,Overall,550,365,185,8,17,100
352026,Rogers Communications Inc.,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,147,113,34,5,3,0
352527,Rogers Communications Inc.,2018,Part-Time,Provincial,Ontario,Overall,2182,1425,757,16,65,1010
352568,Rogers Communications Inc.,2018,Part-Time,Provincial,Québec,Overall,520,289,231,2,8,176
352589,Rogers Communications Inc.,2018,Part-Time,Provincial,Nova Scotia,Overall,54,33,21,1,2,7
352602,Rogers Communications Inc.,2018,Part-Time,Provincial,New Brunswick,Overall,78,47,31,1,4,9
352615,Rogers Communications Inc.,2018,Part-Time,Provincial,Manitoba,Overall,84,61,23,4,0,30
352628,Rogers Communications Inc.,2018,Part-Time,Provincial,British Columbia,Overall,352,227,125,5,3,147
352645,Rogers Communications Inc.,2018,Part-Time,Provincial,Alberta,Overall,269,177,92,5,8,104
352658,Rogers Communications Inc.,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,14,14,0,0,2,3
352847,Rogers Foods Ltd.,2018,Full-Time,Provincial,British Columbia,Overall,141,111,30,4,2,13
352905,Rogers Foods Ltd.,2018,Part-Time,Provincial,British Columbia,Overall,6,2,4,0,1,2
352947,Rosedale Transport Limited,2018,Full-Time,Provincial,Ontario,Overall,325,273,52,2,5,92
352976,Rosedale Transport Limited,2018,Full-Time,Provincial,Québec,Overall,111,102,9,1,1,10
353035,Rosedale Transport Limited,2018,Part-Time,Provincial,Ontario,Overall,18,13,5,0,0,5
353044,Rosedale Transport Limited,2018,Part-Time,Provincial,Québec,Overall,4,2,2,0,0,2
353107,Rosenau Transport Ltd.,2018,Full-Time,Provincial,Alberta,Overall,516,397,119,23,22,59
353259,Rosenau Transport Ltd.,2018,Part-Time,Provincial,Alberta,Overall,12,4,8,2,1,3
353306,Roxborough Bus Lines Limited,2018,Part-Time,Provincial,Ontario,Overall,538,239,299,0,0,15
353356,Royal Bank of Canada,2018,Full-Time,Provincial,Ontario,Overall,27361,12848,14513,211,911,11774
353393,Royal Bank of Canada,2018,Full-Time,Provincial,Québec,Overall,4959,2140,2819,19,149,1184
353430,Royal Bank of Canada,2018,Full-Time,Provincial,Nova Scotia,Overall,1038,404,634,26,68,153
353467,Royal Bank of Canada,2018,Full-Time,Provincial,New Brunswick,Overall,989,375,614,11,57,71
353496,Royal Bank of Canada,2018,Full-Time,Provincial,Manitoba,Overall,1441,554,887,86,76,401
353529,Royal Bank of Canada,2018,Full-Time,Provincial,British Columbia,Overall,4374,1748,2626,79,166,1709
353566,Royal Bank of Canada,2018,Full-Time,Provincial,Saskatchewan,Overall,706,245,461,25,37,105
353595,Royal Bank of Canada,2018,Full-Time,Provincial,Alberta,Overall,2775,1018,1757,58,99,791
353632,Royal Bank of Canada,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,220,62,158,6,13,17
353978,Royal Bank of Canada,2018,Part-Time,Provincial,Ontario,Overall,1273,219,1054,20,54,367
354011,Royal Bank of Canada,2018,Part-Time,Provincial,Québec,Overall,846,168,678,7,47,208
354044,Royal Bank of Canada,2018,Part-Time,Provincial,Nova Scotia,Overall,222,43,179,6,13,38
354069,Royal Bank of Canada,2018,Part-Time,Provincial,New Brunswick,Overall,99,12,87,2,7,8
354086,Royal Bank of Canada,2018,Part-Time,Provincial,Manitoba,Overall,239,29,210,23,14,63
354107,Royal Bank of Canada,2018,Part-Time,Provincial,British Columbia,Overall,637,99,538,25,34,203
354132,Royal Bank of Canada,2018,Part-Time,Provincial,Saskatchewan,Overall,179,15,164,7,4,35
354153,Royal Bank of Canada,2018,Part-Time,Provincial,Alberta,Overall,417,44,373,9,16,120
354174,Royal Bank of Canada,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,42,6,36,2,1,4
354412,Ryder Truck Rental Canada Ltd.,2018,Full-Time,Provincial,Ontario,Overall,434,358,76,13,13,87
354458,Ryder Truck Rental Canada Ltd.,2018,Part-Time,Provincial,Ontario,Overall,9,8,1,0,1,1
354512,S.G.T. 2000 Inc.,2018,Full-Time,Provincial,Québec,Overall,217,187,30,3,8,17
354620,Safeco Driver Services Inc.,2018,Full-Time,Provincial,Ontario,Overall,119,92,27,1,0,0
354642,Safeco Driver Services Inc.,2018,Part-Time,Provincial,Ontario,Overall,8,5,3,0,0,0
354692,Sander Geophysics Limited,2018,Full-Time,Provincial,Ontario,Overall,117,96,21,0,0,16
354746,Sander Geophysics Limited,2018,Part-Time,Provincial,Ontario,Overall,4,1,3,0,0,0
354776,Sanimax EEI Inc.,2018,Full-Time,Provincial,Québec,Overall,88,85,3,0,0,0
354798,Sanimax EEI Inc.,2018,Part-Time,Provincial,Québec,Overall,19,19,0,0,0,0
354844,Scamp Transport Ltd.,2018,Full-Time,Provincial,British Columbia,Overall,176,164,12,4,5,9
354935,Scamp Transport Ltd.,2018,Part-Time,Provincial,British Columbia,Overall,4,1,3,0,0,1
354982,Schneider National Carriers Canada,2018,Full-Time,Provincial,Ontario,Overall,219,198,21,5,6,32
355049,Schneider National Carriers Canada,2018,Part-Time,Provincial,Ontario,Overall,5,5,0,0,1,1
355112,Scoular Canada Ltd.,2018,Full-Time,Provincial,Manitoba,Overall,105,91,14,5,3,6
355153,Scoular Canada Ltd.,2018,Full-Time,Provincial,Saskatchewan,Overall,96,70,26,0,1,27
355239,Seaboard Liquid Carriers Limited,2018,Full-Time,Provincial,Ontario,Overall,59,50,9,0,0,18
355268,Seaboard Liquid Carriers Limited,2018,Full-Time,Provincial,Alberta,Overall,223,209,14,7,0,38
355339,Seaboard Liquid Carriers Limited,2018,Part-Time,Provincial,Alberta,Overall,7,7,0,1,0,1
355390,Searcy Trucking Ltd.,2018,Full-Time,Provincial,Manitoba,Overall,87,69,18,0,0,0
355444,Searcy Trucking Ltd.,2018,Part-Time,Provincial,Manitoba,Overall,4,3,1,0,0,0
355514,Seaspan ULC,2018,Full-Time,Provincial,British Columbia,Overall,577,479,98,16,13,53
355645,Seaspan ULC,2018,Part-Time,Provincial,British Columbia,Overall,4,2,2,0,0,1
355716,Secunda Canada LP,2018,Full-Time,Provincial,Nova Scotia,Overall,104,98,6,9,0,3
355804,Securiguard Services Ltd.,2018,Full-Time,Provincial,British Columbia,Overall,882,679,203,41,12,374
355829,Securiguard Services Ltd.,2018,Full-Time,Provincial,Alberta,Overall,246,202,44,13,0,146
355885,Securiguard Services Ltd.,2018,Part-Time,Provincial,British Columbia,Overall,736,556,180,22,8,464
355890,Securiguard Services Ltd.,2018,Part-Time,Provincial,Alberta,Overall,96,90,6,0,0,72
355942,Securitas Transport Aviation Security Ltd.,2018,Full-Time,Provincial,Québec,Overall,963,566,397,14,2,302
355975,Securitas Transport Aviation Security Ltd.,2018,Full-Time,Provincial,Nova Scotia,Overall,232,98,134,5,3,13
356004,Securitas Transport Aviation Security Ltd.,2018,Full-Time,Provincial,New Brunswick,Overall,85,38,47,1,0,5
356009,Securitas Transport Aviation Security Ltd.,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,191,85,106,10,0,4
356097,Securitas Transport Aviation Security Ltd.,2018,Part-Time,Provincial,Québec,Overall,277,167,110,2,0,136
356106,Securitas Transport Aviation Security Ltd.,2018,Part-Time,Provincial,Nova Scotia,Overall,69,38,31,2,1,10
356111,Securitas Transport Aviation Security Ltd.,2018,Part-Time,Provincial,New Brunswick,Overall,26,15,11,0,0,0
356116,Securitas Transport Aviation Security Ltd.,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,60,39,21,7,0,1
356188,Sentrex Communications Co.,2018,Full-Time,Provincial,Ontario,Overall,189,164,25,1,1,32
356307,Sentrex Communications Co.,2018,Part-Time,Provincial,Ontario,Overall,3,2,1,0,0,0
356382,Serco Canada Inc.,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,249,190,59,97,2,5
356448,Serco Canada Inc.,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,4,0,4,2,0,0
356494,Service Trans-West inc.,2018,Full-Time,Provincial,Québec,Overall,509,370,139,3,12,31
356577,Service Trans-West inc.,2018,Part-Time,Provincial,Québec,Overall,5,4,1,0,1,0
356632,Services d'aéronefs AAR Trois-Rivières - ULC,2018,Full-Time,Provincial,Québec,Overall,329,270,59,7,2,25
356682,Services d'aéronefs AAR Trois-Rivières - ULC,2018,Part-Time,Provincial,Québec,Overall,11,8,3,0,0,0
356748,Shaw Communications Inc.,2018,Full-Time,Provincial,Ontario,Overall,928,646,282,15,18,290
356797,Shaw Communications Inc.,2018,Full-Time,Provincial,Québec,Overall,280,202,78,0,14,105
356842,Shaw Communications Inc.,2018,Full-Time,Provincial,Manitoba,Overall,1009,746,263,58,37,327
356891,Shaw Communications Inc.,2018,Full-Time,Provincial,British Columbia,Overall,3075,2329,746,68,90,771
356940,Shaw Communications Inc.,2018,Full-Time,Provincial,Saskatchewan,Overall,135,117,18,6,1,11
356981,Shaw Communications Inc.,2018,Full-Time,Provincial,Alberta,Overall,3256,2322,934,40,57,879
357312,Shaw Communications Inc.,2018,Part-Time,Provincial,Ontario,Overall,296,207,89,1,5,71
357325,Shaw Communications Inc.,2018,Part-Time,Provincial,Québec,Overall,46,23,23,0,1,23
357334,Shaw Communications Inc.,2018,Part-Time,Provincial,Manitoba,Overall,195,121,74,15,9,83
357359,Shaw Communications Inc.,2018,Part-Time,Provincial,British Columbia,Overall,414,235,179,9,17,186
357372,Shaw Communications Inc.,2018,Part-Time,Provincial,Saskatchewan,Overall,3,0,3,0,0,0
357377,Shaw Communications Inc.,2018,Part-Time,Provincial,Alberta,Overall,218,134,84,4,2,86
357528,Sheffield Moving & Storage Inc,2018,Full-Time,Provincial,Ontario,Overall,62,45,17,0,2,13
357582,Sheffield Moving & Storage Inc,2018,Part-Time,Provincial,Ontario,Overall,119,111,8,1,0,17
357628,Sirius XM Canada Inc.,2018,Full-Time,Provincial,Ontario,Overall,159,93,66,0,1,47
357707,SITA Information Networking Computing Canada Inc.,2018,Full-Time,Provincial,Québec,Overall,208,152,56,0,0,9
357832,Sky Regional Airlines,2018,Full-Time,Provincial,Ontario,Overall,476,290,186,4,2,135
357873,Sky Regional Airlines,2018,Full-Time,Provincial,Québec,Overall,238,146,92,0,0,41
358033,Skyservice Aviation Inc. and Sky Service F.B.O Inc.,2018,Full-Time,Provincial,Ontario,Overall,330,250,80,0,8,64
358082,Skyservice Aviation Inc. and Sky Service F.B.O Inc.,2018,Full-Time,Provincial,Québec,Overall,175,147,28,2,0,16
358242,Skyservice Aviation Inc. and Sky Service F.B.O Inc.,2018,Part-Time,Provincial,Ontario,Overall,5,3,2,0,0,0
358251,Skyservice Aviation Inc. and Sky Service F.B.O Inc.,2018,Part-Time,Provincial,Québec,Overall,2,2,0,0,0,0
358295,SM Freight Inc.,2018,Full-Time,Provincial,Ontario,Overall,99,79,20,0,0,0
358391,Société de transport de l'Outaouais,2018,Full-Time,Provincial,Québec,Overall,697,579,118,23,42,60
358457,Société de transport de l'Outaouais,2018,Part-Time,Provincial,Québec,Overall,28,17,11,0,2,2
358511,Société du Vieux-Port de Montréal inc.,2018,Full-Time,Provincial,Québec,Overall,152,84,68,0,5,23
358610,Société du Vieux-Port de Montréal inc.,2018,Part-Time,Provincial,Québec,Overall,69,43,26,1,0,20
358681,Société du Vieux-Port de Montréal inc.,2018,Temporary,Provincial,Québec,Overall,129,64,65,1,0,24
358808,Sogetel inc.,2018,Full-Time,Provincial,Québec,Overall,177,118,59,0,3,10
358878,Sogetel inc.,2018,Part-Time,Provincial,Québec,Overall,4,4,0,0,0,0
358978,Speedy Transport Group Inc.,2018,Full-Time,Provincial,Ontario,Overall,281,166,115,2,0,115
359061,Speedy Transport Group Inc.,2018,Part-Time,Provincial,Ontario,Overall,51,37,14,0,0,36
359120,St. John's International Airport Authority,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,105,85,20,0,0,0
359178,Standard Aero Limited,2018,Temporary,Provincial,British Columbia,Overall,10,8,2,0,0,5
359269,Standard Aero Ltd.,2018,Full-Time,Provincial,Manitoba,Overall,1289,1048,241,79,21,247
359322,Standard Aero Ltd.,2018,Full-Time,Provincial,British Columbia,Overall,268,228,40,4,23,127
359379,Standard Aero Ltd.,2018,Full-Time,Provincial,Prince Edward Island,Overall,481,398,83,4,5,18
359563,Standard Aero Ltd.,2018,Part-Time,Provincial,Manitoba,Overall,17,7,10,1,1,2
359588,Standard Aero Ltd.,2018,Part-Time,Provincial,Prince Edward Island,Overall,1,1,0,0,1,0
359647,Standards Council of Canada - Conseil canadien des normes,2018,Full-Time,Provincial,Ontario,Overall,96,31,65,0,0,0
359701,State Street Bank & Trust Company - Canada Branch,2018,Full-Time,Provincial,Ontario,Overall,369,187,182,1,3,184
359764,State Street Bank & Trust Company - Canada Branch,2018,Part-Time,Provincial,Ontario,Overall,9,4,5,0,0,2
359827,Steve's Livestock Transportation (Blumenort) Ltd,2018,Full-Time,Provincial,Manitoba,Overall,114,91,23,5,1,9
359893,Steve's Livestock Transportation (Blumenort) Ltd,2018,Part-Time,Provincial,Manitoba,Overall,11,6,5,0,1,0
359951,Stingray Radio Inc.,2018,Full-Time,Provincial,Ontario,Overall,95,56,39,2,4,13
359976,Stingray Radio Inc.,2018,Full-Time,Provincial,British Columbia,Overall,73,47,26,2,0,3
360001,Stingray Radio Inc.,2018,Full-Time,Provincial,Alberta,Overall,206,114,92,5,6,10
360034,Stingray Radio Inc.,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,74,46,28,4,1,1
360080,Stingray Radio Inc.,2018,Part-Time,Provincial,Ontario,Overall,51,27,24,3,1,6
360097,Stingray Radio Inc.,2018,Part-Time,Provincial,British Columbia,Overall,40,18,22,1,1,3
360110,Stingray Radio Inc.,2018,Part-Time,Provincial,Alberta,Overall,61,37,24,3,1,4
360123,Stingray Radio Inc.,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,20,15,5,0,0,1
360177,Strategic Aviation Services Ltd.,2018,Full-Time,Provincial,British Columbia,Overall,209,153,56,6,3,34
360260,Strategic Aviation Services Ltd.,2018,Part-Time,Provincial,British Columbia,Overall,96,57,39,4,7,22
360335,Sunbury Transport Limited,2018,Full-Time,Provincial,New Brunswick,Overall,310,263,47,2,6,4
360389,Sunbury Transport Limited,2018,Part-Time,Provincial,New Brunswick,Overall,6,6,0,0,0,0
360455,Sunwest Aviation Ltd.,2018,Full-Time,Provincial,Alberta,Overall,190,151,39,2,2,22
360578,Sunwest Aviation Ltd.,2018,Part-Time,Provincial,Alberta,Overall,4,2,2,0,0,0
360645,Sunwing Airlines Inc.,2018,Full-Time,Provincial,Ontario,Overall,831,417,414,7,11,174
360694,Sunwing Airlines Inc.,2018,Full-Time,Provincial,Québec,Overall,417,170,247,5,3,39
360711,Sunwing Airlines Inc.,2018,Full-Time,Provincial,Manitoba,Overall,111,21,90,13,1,7
360724,Sunwing Airlines Inc.,2018,Full-Time,Provincial,British Columbia,Overall,179,81,98,4,1,28
360745,Sunwing Airlines Inc.,2018,Full-Time,Provincial,Alberta,Overall,111,44,67,3,0,9
360884,Sunwing Airlines Inc.,2018,Part-Time,Provincial,Ontario,Overall,5,4,1,0,0,1
360935,Sutco Contracting Ltd.,2018,Full-Time,Provincial,British Columbia,Overall,103,91,12,3,3,15
360973,Sutco Contracting Ltd.,2018,Part-Time,Provincial,British Columbia,Overall,5,4,1,0,0,0
361035,Swissport Canada Inc.,2018,Full-Time,Provincial,Ontario,Overall,521,390,131,0,5,98
361080,Swissport Canada Inc.,2018,Full-Time,Provincial,Québec,Overall,487,327,160,3,5,100
361121,Swissport Canada Inc.,2018,Full-Time,Provincial,Nova Scotia,Overall,100,81,19,2,2,4
361158,Swissport Canada Inc.,2018,Full-Time,Provincial,British Columbia,Overall,681,494,187,2,7,177
361199,Swissport Canada Inc.,2018,Full-Time,Provincial,Alberta,Overall,141,92,49,2,3,40
361479,Swissport Canada Inc.,2018,Part-Time,Provincial,Ontario,Overall,477,207,270,4,4,151
361492,Swissport Canada Inc.,2018,Part-Time,Provincial,Québec,Overall,370,200,170,2,10,74
361517,Swissport Canada Inc.,2018,Part-Time,Provincial,Nova Scotia,Overall,46,38,8,0,4,2
361526,Swissport Canada Inc.,2018,Part-Time,Provincial,British Columbia,Overall,371,132,239,1,3,112
361539,Swissport Canada Inc.,2018,Part-Time,Provincial,Alberta,Overall,165,64,101,1,2,62
361679,Sylvite Agri-Services Ltd.,2018,Full-Time,Provincial,Ontario,Overall,174,149,25,0,0,0
361737,Sylvite Agri-Services Ltd.,2018,Part-Time,Provincial,Ontario,Overall,12,10,2,0,0,0
361787,Symcor Inc.,2018,Full-Time,Provincial,Ontario,Overall,1006,546,460,3,44,630
361824,Symcor Inc.,2018,Full-Time,Provincial,Québec,Overall,132,73,59,1,15,28
361861,Symcor Inc.,2018,Full-Time,Provincial,British Columbia,Overall,72,39,33,0,12,46
361882,Symcor Inc.,2018,Full-Time,Provincial,Alberta,Overall,99,38,61,0,11,42
362048,Symcor Inc.,2018,Part-Time,Provincial,Ontario,Overall,163,59,104,1,8,115
362061,Symcor Inc.,2018,Part-Time,Provincial,Québec,Overall,44,14,30,1,3,14
362074,Symcor Inc.,2018,Part-Time,Provincial,British Columbia,Overall,51,10,41,0,4,39
362083,Symcor Inc.,2018,Part-Time,Provincial,Alberta,Overall,18,8,10,0,1,12
362173,Syndicate Transport Ltd.,2018,Full-Time,Provincial,Alberta,Overall,276,265,11,0,0,0
362300,Systèmes Danfreight inc.,2018,Full-Time,Provincial,Québec,Overall,410,327,83,4,22,21
362387,Systèmes Danfreight inc.,2018,Part-Time,Provincial,Québec,Overall,5,4,1,0,1,0
362458,Systemex Communications (S.C.) Inc.,2018,Full-Time,Provincial,Ontario,Overall,118,106,12,1,1,2
362495,Systemex Communications (S.C.) Inc.,2018,Full-Time,Provincial,Québec,Overall,105,94,11,0,1,6
362598,Systemex Communications (S.C.) Inc.,2018,Part-Time,Provincial,Québec,Overall,5,2,3,0,0,1
362707,Tangerine Bank (Inactive),2018,Full-Time,Provincial,Ontario,Overall,911,488,423,8,24,584
362744,Tangerine Bank (Inactive),2018,Full-Time,Provincial,New Brunswick,Overall,120,67,53,1,7,18
362819,Tangerine Bank (Inactive),2018,Part-Time,Provincial,Ontario,Overall,60,21,39,0,2,38
362828,Tangerine Bank (Inactive),2018,Part-Time,Provincial,New Brunswick,Overall,16,8,8,0,0,9
362875,Tata Communications (Canada) Ltd,2018,Full-Time,Provincial,Québec,Overall,152,112,40,0,1,40
362946,Tata Communications (Canada) Ltd,2018,Part-Time,Provincial,Québec,Overall,1,0,1,0,0,0
363005,Tbaytel,2018,Full-Time,Provincial,Ontario,Overall,362,259,103,19,24,12
363067,Tbaytel,2018,Part-Time,Provincial,Ontario,Overall,44,27,17,3,0,2
363105,Tecnickrome Aeronautique Inc.,2018,Full-Time,Provincial,Québec,Overall,116,87,29,0,0,0
363184,Teekay Shipping (Canada) Ltd.,2018,Full-Time,Provincial,British Columbia,Overall,169,92,77,0,0,47
363259,Teekay Shipping (Canada) Ltd.,2018,Part-Time,Provincial,British Columbia,Overall,5,1,4,0,0,1
363338,TekSavvy Solutions Inc.,2018,Full-Time,Provincial,Ontario,Overall,447,253,194,14,44,48
363379,TekSavvy Solutions Inc.,2018,Full-Time,Provincial,Québec,Overall,97,76,21,0,10,38
363433,TekSavvy Solutions Inc.,2018,Part-Time,Provincial,Ontario,Overall,21,7,14,1,4,2
363450,TekSavvy Solutions Inc.,2018,Part-Time,Provincial,Québec,Overall,8,6,2,1,1,4
